"00011","ENT","31/08/2012","12:58","001"
"47273","SAL","31/08/2012","13:00","001"
"00006","SAL","31/08/2012","13:00","001"
"00006","ENT","31/08/2012","13:56","001"
"47273","ENT","31/08/2012","13:57","001"
"00012","SAL","31/08/2012","18:02","001"
"00011","SAL","31/08/2012","18:03","001"
"00006","SAL","31/08/2012","18:04","001"
"47273","SAL","31/08/2012","18:06","001"
"47273","ENT","03/09/2012","07:48","001"
"00012","ENT","03/09/2012","07:54","001"
"00006","ENT","03/09/2012","07:57","001"
"00012","ENT","03/09/2012","12:01","001"
"00012","SAL","03/09/2012","12:02","001"
"00006","SAL","03/09/2012","12:02","001"
"00012","ENT","03/09/2012","12:57","001"
"00006","ENT","03/09/2012","12:58","001"
"00012","SAL","03/09/2012","18:02","001"
"00006","SAL","03/09/2012","18:03","001"
"47273","SAL","03/09/2012","18:08","001"
"47273","ENT","04/09/2012","07:50","001"
"00006","ENT","04/09/2012","07:54","001"
"00012","ENT","04/09/2012","07:55","001"
"08329","ENT","04/09/2012","07:59","001"
"00012","SAL","04/09/2012","12:00","001"
"00012","ENT","04/09/2012","12:58","001"
"00006","SAL","04/09/2012","13:02","001"
"47273","SAL","04/09/2012","13:08","001"
"00006","ENT","04/09/2012","13:56","001"
"47273","ENT","04/09/2012","13:58","001"
"08329","SAL","04/09/2012","17:58","001"
"00006","SAL","04/09/2012","18:00","001"
"47273","SAL","04/09/2012","18:01","001"
"00012","SAL","04/09/2012","18:01","001"
"47273","ENT","05/09/2012","07:52","001"
"00007","ENT","05/09/2012","07:52","001"
"08329","ENT","05/09/2012","07:53","001"
"00012","ENT","05/09/2012","07:54","001"
"00006","ENT","05/09/2012","07:56","001"
"08329","ENT","05/09/2012","12:01","001"
"00012","SAL","05/09/2012","12:03","001"
"00006","SAL","05/09/2012","12:03","001"
"00012","ENT","05/09/2012","12:53","001"
"00006","ENT","05/09/2012","12:56","001"
"00007","SAL","05/09/2012","13:01","001"
"47273","SAL","05/09/2012","13:01","001"
"08329","SAL","05/09/2012","13:30","001"
"00007","ENT","05/09/2012","14:01","001"
"00006","ENT","05/09/2012","18:02","001"
"00006","SAL","05/09/2012","18:02","001"
"00012","SAL","05/09/2012","18:02","001"
"08329","SAL","05/09/2012","18:03","001"
"00007","SAL","05/09/2012","18:03","001"
"47273","SAL","05/09/2012","18:03","001"
"47273","ENT","10/09/2012","07:48","001"
"00007","ENT","10/09/2012","07:49","001"
"08329","ENT","10/09/2012","07:50","001"
"00012","ENT","10/09/2012","07:54","001"
"00011","ENT","10/09/2012","07:58","001"
"00012","SAL","10/09/2012","12:00","001"
"00011","SAL","10/09/2012","12:01","001"
"00012","ENT","10/09/2012","12:57","001"
"00011","ENT","10/09/2012","12:57","001"
"00007","SAL","10/09/2012","13:03","001"
"47273","ENT","10/09/2012","13:52","001"
"00007","ENT","10/09/2012","13:52","001"
"08329","SAL","10/09/2012","18:02","001"
"00011","SAL","10/09/2012","18:03","001"
"00012","SAL","10/09/2012","18:04","001"
"00007","SAL","10/09/2012","18:04","001"
"47273","SAL","10/09/2012","18:04","001"
"00011","ENT","11/09/2012","07:57","001"
